Sexo;Sección;Nacionalidad;Total
Ambos Sexos;3304402001;Total América;10
Ambos Sexos;3304402001;Argentina;0
Ambos Sexos;3304402001;Bolivia;0
Ambos Sexos;3304402001;Brasil;0
Ambos Sexos;3304402001;Chile;0
Ambos Sexos;3304402001;Colombia;0
Ambos Sexos;3304402001;Cuba;1
Ambos Sexos;3304402001;Ecuador;1
Ambos Sexos;3304402001;Paraguay;2
Ambos Sexos;3304402001;Perú;0
Ambos Sexos;3304402001;República Dominicana;0
Ambos Sexos;3304402001;Uruguay;1
Ambos Sexos;3304402001;Venezuela;1
Ambos Sexos;3304402001;Total Asia;0
Ambos Sexos;3304402001;China;0
Ambos Sexos;3304402001;Pakistán;0
Ambos Sexos;3304402001;Oceanía y Apátridas;0
Ambos Sexos;3304402002;Total Población;1.294
Ambos Sexos;3304402002;Españoles;1.249
Ambos Sexos;3304402002;Total Extranjeros;45
Ambos Sexos;3304402002;Total Unión Europea;17
Ambos Sexos;3304402002;Alemania;0
Ambos Sexos;3304402002;Bulgaria;0
Ambos Sexos;3304402002;Francia;1
Ambos Sexos;3304402002;Italia;3
Ambos Sexos;3304402002;Polonia;0
Ambos Sexos;3304402002;Portugal;2
Ambos Sexos;3304402002;Rumanía;11
Ambos Sexos;3304402002;Total Resto de Europa;7
Ambos Sexos;3304402002;Reino Unido;1
Ambos Sexos;3304402002;Rusia;0
Ambos Sexos;3304402002;Ucrania;6
Ambos Sexos;3304402002;Total África;1
Ambos Sexos;3304402002;Argelia;0
Ambos Sexos;3304402002;Marruecos;0
Ambos Sexos;3304402002;Nigeria;0
Ambos Sexos;3304402002;Senegal;1
Ambos Sexos;3304402002;Total América;13
Ambos Sexos;3304402002;Argentina;2
Ambos Sexos;3304402002;Bolivia;0
Ambos Sexos;3304402002;Brasil;0
Ambos Sexos;3304402002;Chile;0
Ambos Sexos;3304402002;Colombia;4
Ambos Sexos;3304402002;Cuba;1
Ambos Sexos;3304402002;Ecuador;0
Ambos Sexos;3304402002;Paraguay;1
Ambos Sexos;3304402002;Perú;0
Ambos Sexos;3304402002;República Dominicana;1
Ambos Sexos;3304402002;Uruguay;0
Ambos Sexos;3304402002;Venezuela;0
Ambos Sexos;3304402002;Total Asia;5
Ambos Sexos;3304402002;China;5
Ambos Sexos;3304402002;Pakistán;0
Ambos Sexos;3304402002;Oceanía y Apátridas;2
Ambos Sexos;3304402003;Total Población;1.307
Ambos Sexos;3304402003;Españoles;1.210
Ambos Sexos;3304402003;Total Extranjeros;97
Ambos Sexos;3304402003;Total Unión Europea;23
Ambos Sexos;3304402003;Alemania;4
Ambos Sexos;3304402003;Bulgaria;2
Ambos Sexos;3304402003;Francia;5
Ambos Sexos;3304402003;Italia;2
Ambos Sexos;3304402003;Polonia;0
Ambos Sexos;3304402003;Portugal;1
Ambos Sexos;3304402003;Rumanía;8
Ambos Sexos;3304402003;Total Resto de Europa;5
Ambos Sexos;3304402003;Reino Unido;2
Ambos Sexos;3304402003;Rusia;2
Ambos Sexos;3304402003;Ucrania;0
Ambos Sexos;3304402003;Total África;11
Ambos Sexos;3304402003;Argelia;6
Ambos Sexos;3304402003;Marruecos;1
Ambos Sexos;3304402003;Nigeria;0
Ambos Sexos;3304402003;Senegal;2
Ambos Sexos;3304402003;Total América;46
Ambos Sexos;3304402003;Argentina;1
Ambos Sexos;3304402003;Bolivia;0
Ambos Sexos;3304402003;Brasil;2
Ambos Sexos;3304402003;Chile;0
Ambos Sexos;3304402003;Colombia;8
Ambos Sexos;3304402003;Cuba;6
Ambos Sexos;3304402003;Ecuador;0
Ambos Sexos;3304402003;Paraguay;5
Ambos Sexos;3304402003;Perú;3
Ambos Sexos;3304402003;República Dominicana;4
Ambos Sexos;3304402003;Uruguay;0
Ambos Sexos;3304402003;Venezuela;8
Ambos Sexos;3304402003;Total Asia;12
Ambos Sexos;3304402003;China;3
Ambos Sexos;3304402003;Pakistán;0
Ambos Sexos;3304402003;Oceanía y Apátridas;0
Ambos Sexos;3304402004;Total Población;728
Ambos Sexos;3304402004;Españoles;660
Ambos Sexos;3304402004;Total Extranjeros;68
Ambos Sexos;3304402004;Total Unión Europea;20
Ambos Sexos;3304402004;Alemania;0
Ambos Sexos;3304402004;Bulgaria;0
Ambos Sexos;3304402004;Francia;1
Ambos Sexos;3304402004;Italia;3
Ambos Sexos;3304402004;Polonia;0
Ambos Sexos;3304402004;Portugal;3
Ambos Sexos;3304402004;Rumanía;13
Ambos Sexos;3304402004;Total Resto de Europa;7
Ambos Sexos;3304402004;Reino Unido;0
Ambos Sexos;3304402004;Rusia;3
Ambos Sexos;3304402004;Ucrania;1
Ambos Sexos;3304402004;Total África;8
Ambos Sexos;3304402004;Argelia;4
Ambos Sexos;3304402004;Marruecos;2
Ambos Sexos;3304402004;Nigeria;0
Ambos Sexos;3304402004;Senegal;2
Ambos Sexos;3304402004;Total América;31
Ambos Sexos;3304402004;Argentina;2
Ambos Sexos;3304402004;Bolivia;0
Ambos Sexos;3304402004;Brasil;2
Ambos Sexos;3304402004;Chile;0
Ambos Sexos;3304402004;Colombia;9
Ambos Sexos;3304402004;Cuba;2
Ambos Sexos;3304402004;Ecuador;0
Ambos Sexos;3304402004;Paraguay;1
Ambos Sexos;3304402004;Perú;0
Ambos Sexos;3304402004;República Dominicana;0
Ambos Sexos;3304402004;Uruguay;0
Ambos Sexos;3304402004;Venezuela;13
Ambos Sexos;3304402004;Total Asia;1
Ambos Sexos;3304402004;China;0
Ambos Sexos;3304402004;Pakistán;0
Ambos Sexos;3304402004;Oceanía y Apátridas;1
Ambos Sexos;3304402005;Total Población;726
Ambos Sexos;3304402005;Españoles;694
Ambos Sexos;3304402005;Total Extranjeros;32
Ambos Sexos;3304402005;Total Unión Europea;12
Ambos Sexos;3304402005;Alemania;2
Ambos Sexos;3304402005;Bulgaria;0
Ambos Sexos;3304402005;Francia;0
Ambos Sexos;3304402005;Italia;2
Ambos Sexos;3304402005;Polonia;1
Ambos Sexos;3304402005;Portugal;0
Ambos Sexos;3304402005;Rumanía;5
Ambos Sexos;3304402005;Total Resto de Europa;3
Ambos Sexos;3304402005;Reino Unido;2
Ambos Sexos;3304402005;Rusia;0
Ambos Sexos;3304402005;Ucrania;1
Ambos Sexos;3304402005;Total África;1
Ambos Sexos;3304402005;Argelia;0
Ambos Sexos;3304402005;Marruecos;1
Ambos Sexos;3304402005;Nigeria;0
Ambos Sexos;3304402005;Senegal;0
Ambos Sexos;3304402005;Total América;12
Ambos Sexos;3304402005;Argentina;0
Ambos Sexos;3304402005;Bolivia;0
Ambos Sexos;3304402005;Brasil;0
Ambos Sexos;3304402005;Chile;0
Ambos Sexos;3304402005;Colombia;2
Ambos Sexos;3304402005;Cuba;1
Ambos Sexos;3304402005;Ecuador;0
Ambos Sexos;3304402005;Paraguay;2
Ambos Sexos;3304402005;Perú;0
Ambos Sexos;3304402005;República Dominicana;0
Ambos Sexos;3304402005;Uruguay;0
Ambos Sexos;3304402005;Venezuela;1
Ambos Sexos;3304402005;Total Asia;4
Ambos Sexos;3304402005;China;0
Ambos Sexos;3304402005;Pakistán;2
Ambos Sexos;3304402005;Oceanía y Apátridas;0
Ambos Sexos;3304402006;Total Población;1.449
Ambos Sexos;3304402006;Españoles;1.408
Ambos Sexos;3304402006;Total Extranjeros;41
Ambos Sexos;3304402006;Total Unión Europea;14
Ambos Sexos;3304402006;Alemania;3
Ambos Sexos;3304402006;Bulgaria;0
Ambos Sexos;3304402006;Francia;1
Ambos Sexos;3304402006;Italia;4
Ambos Sexos;3304402006;Polonia;0
Ambos Sexos;3304402006;Portugal;1
Ambos Sexos;3304402006;Rumanía;4
Ambos Sexos;3304402006;Total Resto de Europa;3
Ambos Sexos;3304402006;Reino Unido;2
Ambos Sexos;3304402006;Rusia;0
Ambos Sexos;3304402006;Ucrania;1
Ambos Sexos;3304402006;Total África;3
Ambos Sexos;3304402006;Argelia;0
Ambos Sexos;3304402006;Marruecos;1
Ambos Sexos;3304402006;Nigeria;0
Ambos Sexos;3304402006;Senegal;1
Ambos Sexos;3304402006;Total América;18
Ambos Sexos;3304402006;Argentina;0
Ambos Sexos;3304402006;Bolivia;0
Ambos Sexos;3304402006;Brasil;1
Ambos Sexos;3304402006;Chile;0
Ambos Sexos;3304402006;Colombia;4
Ambos Sexos;3304402006;Cuba;0
Ambos Sexos;3304402006;Ecuador;0
Ambos Sexos;3304402006;Paraguay;0
Ambos Sexos;3304402006;Perú;2
Ambos Sexos;3304402006;República Dominicana;0
Ambos Sexos;3304402006;Uruguay;0
Ambos Sexos;3304402006;Venezuela;5
Ambos Sexos;3304402006;Total Asia;2
Ambos Sexos;3304402006;China;0
Ambos Sexos;3304402006;Pakistán;0
Ambos Sexos;3304402006;Oceanía y Apátridas;1
Ambos Sexos;3304402007;Total Población;1.295
Ambos Sexos;3304402007;Españoles;1.168
Ambos Sexos;3304402007;Total Extranjeros;127
Ambos Sexos;3304402007;Total Unión Europea;34
Ambos Sexos;3304402007;Alemania;0
Ambos Sexos;3304402007;Bulgaria;3
Ambos Sexos;3304402007;Francia;0
Ambos Sexos;3304402007;Italia;3
Ambos Sexos;3304402007;Polonia;1
Ambos Sexos;3304402007;Portugal;4
Ambos Sexos;3304402007;Rumanía;21
Ambos Sexos;3304402007;Total Resto de Europa;5
Ambos Sexos;3304402007;Reino Unido;1
Ambos Sexos;3304402007;Rusia;2
Ambos Sexos;3304402007;Ucrania;2
Ambos Sexos;3304402007;Total África;30
Ambos Sexos;3304402007;Argelia;3
Ambos Sexos;3304402007;Marruecos;19
Ambos Sexos;3304402007;Nigeria;2
Ambos Sexos;3304402007;Senegal;4
Ambos Sexos;3304402007;Total América;56
Ambos Sexos;3304402007;Argentina;3
Ambos Sexos;3304402007;Bolivia;0
Ambos Sexos;3304402007;Brasil;1
Ambos Sexos;3304402007;Chile;1
Ambos Sexos;3304402007;Colombia;20
Ambos Sexos;3304402007;Cuba;1
Ambos Sexos;3304402007;Ecuador;6
Ambos Sexos;3304402007;Paraguay;2
Ambos Sexos;3304402007;Perú;4
Ambos Sexos;3304402007;República Dominicana;0
Ambos Sexos;3304402007;Uruguay;0
Ambos Sexos;3304402007;Venezuela;13
Ambos Sexos;3304402007;Total Asia;1
Ambos Sexos;3304402007;China;0
Ambos Sexos;3304402007;Pakistán;0
Ambos Sexos;3304402007;Oceanía y Apátridas;1
Ambos Sexos;3304402008;Total Población;1.292
Ambos Sexos;3304402008;Españoles;1.263
Ambos Sexos;3304402008;Total Extranjeros;29
Ambos Sexos;3304402008;Total Unión Europea;12
Ambos Sexos;3304402008;Alemania;0
Ambos Sexos;3304402008;Bulgaria;0
Ambos Sexos;3304402008;Francia;0
Ambos Sexos;3304402008;Italia;2
Ambos Sexos;3304402008;Polonia;0
Ambos Sexos;3304402008;Portugal;2
Ambos Sexos;3304402008;Rumanía;8
Ambos Sexos;3304402008;Total Resto de Europa;10
Ambos Sexos;3304402008;Reino Unido;1
Ambos Sexos;3304402008;Rusia;0
Ambos Sexos;3304402008;Ucrania;5
Ambos Sexos;3304402008;Total África;0
Ambos Sexos;3304402008;Argelia;0
Ambos Sexos;3304402008;Marruecos;0
Ambos Sexos;3304402008;Nigeria;0
Ambos Sexos;3304402008;Senegal;0
Ambos Sexos;3304402008;Total América;6
Ambos Sexos;3304402008;Argentina;0
Ambos Sexos;3304402008;Bolivia;0
Ambos Sexos;3304402008;Brasil;0
Ambos Sexos;3304402008;Chile;1
Ambos Sexos;3304402008;Colombia;2
Ambos Sexos;3304402008;Cuba;0
Ambos Sexos;3304402008;Ecuador;0
Ambos Sexos;3304402008;Paraguay;1
Ambos Sexos;3304402008;Perú;0
Ambos Sexos;3304402008;República Dominicana;0
Ambos Sexos;3304402008;Uruguay;0
Ambos Sexos;3304402008;Venezuela;2
Ambos Sexos;3304402008;Total Asia;1
Ambos Sexos;3304402008;China;0
Ambos Sexos;3304402008;Pakistán;0
Ambos Sexos;3304402008;Oceanía y Apátridas;0
Ambos Sexos;3304402009;Total Población;735
Ambos Sexos;3304402009;Españoles;711
Ambos Sexos;3304402009;Total Extranjeros;24
Ambos Sexos;3304402009;Total Unión Europea;11
Ambos Sexos;3304402009;Alemania;1
Ambos Sexos;3304402009;Bulgaria;0
Ambos Sexos;3304402009;Francia;0
Ambos Sexos;3304402009;Italia;1
Ambos Sexos;3304402009;Polonia;1
Ambos Sexos;3304402009;Portugal;5
Ambos Sexos;3304402009;Rumanía;1
Ambos Sexos;3304402009;Total Resto de Europa;3
Ambos Sexos;3304402009;Reino Unido;2
Ambos Sexos;3304402009;Rusia;1
Ambos Sexos;3304402009;Ucrania;0
Ambos Sexos;3304402009;Total África;0
Ambos Sexos;3304402009;Argelia;0
Ambos Sexos;3304402009;Marruecos;0
Ambos Sexos;3304402009;Nigeria;0
Ambos Sexos;3304402009;Senegal;0
Ambos Sexos;3304402009;Total América;8
Ambos Sexos;3304402009;Argentina;0
Ambos Sexos;3304402009;Bolivia;0
Ambos Sexos;3304402009;Brasil;1
Ambos Sexos;3304402009;Chile;0
Ambos Sexos;3304402009;Colombia;0
Ambos Sexos;3304402009;Cuba;0
Ambos Sexos;3304402009;Ecuador;0
Ambos Sexos;3304402009;Paraguay;1
Ambos Sexos;3304402009;Perú;0
Ambos Sexos;3304402009;República Dominicana;0
Ambos Sexos;3304402009;Uruguay;0
Ambos Sexos;3304402009;Venezuela;3
Ambos Sexos;3304402009;Total Asia;2
Ambos Sexos;3304402009;China;2
Ambos Sexos;3304402009;Pakistán;0
Ambos Sexos;3304402009;Oceanía y Apátridas;0
Ambos Sexos;3304403001;Total Población;1.750
Ambos Sexos;3304403001;Españoles;1.695
Ambos Sexos;3304403001;Total Extranjeros;55
Ambos Sexos;3304403001;Total Unión Europea;25
Ambos Sexos;3304403001;Alemania;1
Ambos Sexos;3304403001;Bulgaria;0
Ambos Sexos;3304403001;Francia;2
Ambos Sexos;3304403001;Italia;10
Ambos Sexos;3304403001;Polonia;2
Ambos Sexos;3304403001;Portugal;1
Ambos Sexos;3304403001;Rumanía;3
Ambos Sexos;3304403001;Total Resto de Europa;6
Ambos Sexos;3304403001;Reino Unido;3
Ambos Sexos;3304403001;Rusia;0
Ambos Sexos;3304403001;Ucrania;1
Ambos Sexos;3304403001;Total África;1
Ambos Sexos;3304403001;Argelia;0
Ambos Sexos;3304403001;Marruecos;0
Ambos Sexos;3304403001;Nigeria;0
Ambos Sexos;3304403001;Senegal;0
Ambos Sexos;3304403001;Total América;18
Ambos Sexos;3304403001;Argentina;3
Ambos Sexos;3304403001;Bolivia;0
Ambos Sexos;3304403001;Brasil;1
Ambos Sexos;3304403001;Chile;1
Ambos Sexos;3304403001;Colombia;2
Ambos Sexos;3304403001;Cuba;0
Ambos Sexos;3304403001;Ecuador;1
Ambos Sexos;3304403001;Paraguay;3
Ambos Sexos;3304403001;Perú;0
Ambos Sexos;3304403001;República Dominicana;3
Ambos Sexos;3304403001;Uruguay;0
Ambos Sexos;3304403001;Venezuela;0
Ambos Sexos;3304403001;Total Asia;5
Ambos Sexos;3304403001;China;5
Ambos Sexos;3304403001;Pakistán;0
Ambos Sexos;3304403001;Oceanía y Apátridas;0
Ambos Sexos;3304403002;Total Población;1.360
Ambos Sexos;3304403002;Españoles;1.277
Ambos Sexos;3304403002;Total Extranjeros;83
Ambos Sexos;3304403002;Total Unión Europea;21
Ambos Sexos;3304403002;Alemania;1
Ambos Sexos;3304403002;Bulgaria;0
Ambos Sexos;3304403002;Francia;2
Ambos Sexos;3304403002;Italia;8
Ambos Sexos;3304403002;Polonia;0
Ambos Sexos;3304403002;Portugal;5
Ambos Sexos;3304403002;Rumanía;5
Ambos Sexos;3304403002;Total Resto de Europa;7
Ambos Sexos;3304403002;Reino Unido;4
Ambos Sexos;3304403002;Rusia;1
Ambos Sexos;3304403002;Ucrania;2
Ambos Sexos;3304403002;Total África;12
Ambos Sexos;3304403002;Argelia;0
Ambos Sexos;3304403002;Marruecos;1
Ambos Sexos;3304403002;Nigeria;1
Ambos Sexos;3304403002;Senegal;7
Ambos Sexos;3304403002;Total América;41
Ambos Sexos;3304403002;Argentina;6
Ambos Sexos;3304403002;Bolivia;0
Ambos Sexos;3304403002;Brasil;4
Ambos Sexos;3304403002;Chile;1
Ambos Sexos;3304403002;Colombia;5
Ambos Sexos;3304403002;Cuba;3
Ambos Sexos;3304403002;Ecuador;5
Ambos Sexos;3304403002;Paraguay;5
Ambos Sexos;3304403002;Perú;1
Ambos Sexos;3304403002;República Dominicana;0
Ambos Sexos;3304403002;Uruguay;0
Ambos Sexos;3304403002;Venezuela;3
Ambos Sexos;3304403002;Total Asia;2
Ambos Sexos;3304403002;China;0
Ambos Sexos;3304403002;Pakistán;1
Ambos Sexos;3304403002;Oceanía y Apátridas;0
Ambos Sexos;3304403003;Total Población;971
Ambos Sexos;3304403003;Españoles;902
Ambos Sexos;3304403003;Total Extranjeros;69
Ambos Sexos;3304403003;Total Unión Europea;21
Ambos Sexos;3304403003;Alemania;2
Ambos Sexos;3304403003;Bulgaria;0
Ambos Sexos;3304403003;Francia;0
Ambos Sexos;3304403003;Italia;7
Ambos Sexos;3304403003;Polonia;1
Ambos Sexos;3304403003;Portugal;0
Ambos Sexos;3304403003;Rumanía;11
Ambos Sexos;3304403003;Total Resto de Europa;8
Ambos Sexos;3304403003;Reino Unido;1
Ambos Sexos;3304403003;Rusia;2
Ambos Sexos;3304403003;Ucrania;3
Ambos Sexos;3304403003;Total África;9
Ambos Sexos;3304403003;Argelia;0
Ambos Sexos;3304403003;Marruecos;8
Ambos Sexos;3304403003;Nigeria;0
Ambos Sexos;3304403003;Senegal;0
Ambos Sexos;3304403003;Total América;29
Ambos Sexos;3304403003;Argentina;3
Ambos Sexos;3304403003;Bolivia;0
Ambos Sexos;3304403003;Brasil;1
Ambos Sexos;3304403003;Chile;0
Ambos Sexos;3304403003;Colombia;5
Ambos Sexos;3304403003;Cuba;4
Ambos Sexos;3304403003;Ecuador;0
Ambos Sexos;3304403003;Paraguay;1
Ambos Sexos;3304403003;Perú;0
Ambos Sexos;3304403003;República Dominicana;0
Ambos Sexos;3304403003;Uruguay;0
Ambos Sexos;3304403003;Venezuela;11
Ambos Sexos;3304403003;Total Asia;1
Ambos Sexos;3304403003;China;0
Ambos Sexos;3304403003;Pakistán;0
Ambos Sexos;3304403003;Oceanía y Apátridas;1
Ambos Sexos;3304403004;Total Población;1.809
Ambos Sexos;3304403004;Españoles;1.746
Ambos Sexos;3304403004;Total Extranjeros;63
Ambos Sexos;3304403004;Total Unión Europea;19
Ambos Sexos;3304403004;Alemania;1
Ambos Sexos;3304403004;Bulgaria;0
Ambos Sexos;3304403004;Francia;0
Ambos Sexos;3304403004;Italia;0
Ambos Sexos;3304403004;Polonia;2
Ambos Sexos;3304403004;Portugal;4
Ambos Sexos;3304403004;Rumanía;12
Ambos Sexos;3304403004;Total Resto de Europa;12
Ambos Sexos;3304403004;Reino Unido;2
Ambos Sexos;3304403004;Rusia;0
Ambos Sexos;3304403004;Ucrania;10
Ambos Sexos;3304403004;Total África;3
Ambos Sexos;3304403004;Argelia;0
Ambos Sexos;3304403004;Marruecos;0
Ambos Sexos;3304403004;Nigeria;0
Ambos Sexos;3304403004;Senegal;2
Ambos Sexos;3304403004;Total América;28
Ambos Sexos;3304403004;Argentina;0
Ambos Sexos;3304403004;Bolivia;0
Ambos Sexos;3304403004;Brasil;1
Ambos Sexos;3304403004;Chile;6
Ambos Sexos;3304403004;Colombia;7
Ambos Sexos;3304403004;Cuba;1
Ambos Sexos;3304403004;Ecuador;1
Ambos Sexos;3304403004;Paraguay;0
Ambos Sexos;3304403004;Perú;0
Ambos Sexos;3304403004;República Dominicana;0
Ambos Sexos;3304403004;Uruguay;0
Ambos Sexos;3304403004;Venezuela;5
Ambos Sexos;3304403004;Total Asia;0
Ambos Sexos;3304403004;China;0
Ambos Sexos;3304403004;Pakistán;0
Ambos Sexos;3304403004;Oceanía y Apátridas;1
Ambos Sexos;3304403005;Total Población;651
Ambos Sexos;3304403005;Españoles;613
Ambos Sexos;3304403005;Total Extranjeros;38
Ambos Sexos;3304403005;Total Unión Europea;20
Ambos Sexos;3304403005;Alemania;0
Ambos Sexos;3304403005;Bulgaria;5
Ambos Sexos;3304403005;Francia;0
Ambos Sexos;3304403005;Italia;0
Ambos Sexos;3304403005;Polonia;0
Ambos Sexos;3304403005;Portugal;3
Ambos Sexos;3304403005;Rumanía;11
Ambos Sexos;3304403005;Total Resto de Europa;0
Ambos Sexos;3304403005;Reino Unido;0
Ambos Sexos;3304403005;Rusia;0
Ambos Sexos;3304403005;Ucrania;0
Ambos Sexos;3304403005;Total África;1
Ambos Sexos;3304403005;Argelia;0
Ambos Sexos;3304403005;Marruecos;1
Ambos Sexos;3304403005;Nigeria;0
Ambos Sexos;3304403005;Senegal;0
Ambos Sexos;3304403005;Total América;12
Ambos Sexos;3304403005;Argentina;0
Ambos Sexos;3304403005;Bolivia;0
Ambos Sexos;3304403005;Brasil;0
Ambos Sexos;3304403005;Chile;0
Ambos Sexos;3304403005;Colombia;0
Ambos Sexos;3304403005;Cuba;0
Ambos Sexos;3304403005;Ecuador;0
Ambos Sexos;3304403005;Paraguay;8
Ambos Sexos;3304403005;Perú;0
Ambos Sexos;3304403005;República Dominicana;1
Ambos Sexos;3304403005;Uruguay;0
Ambos Sexos;3304403005;Venezuela;2
Ambos Sexos;3304403005;Total Asia;5
Ambos Sexos;3304403005;China;5
Ambos Sexos;3304403005;Pakistán;0
Ambos Sexos;3304403005;Oceanía y Apátridas;0
Ambos Sexos;3304403006;Total Población;1.089
Ambos Sexos;3304403006;Españoles;1.027
Ambos Sexos;3304403006;Total Extranjeros;62
Ambos Sexos;3304403006;Total Unión Europea;25
Ambos Sexos;3304403006;Alemania;0
Ambos Sexos;3304403006;Bulgaria;0
Ambos Sexos;3304403006;Francia;0
Ambos Sexos;3304403006;Italia;4
Ambos Sexos;3304403006;Polonia;3
Ambos Sexos;3304403006;Portugal;2
Ambos Sexos;3304403006;Rumanía;14
Ambos Sexos;3304403006;Total Resto de Europa;5
Ambos Sexos;3304403006;Reino Unido;2
Ambos Sexos;3304403006;Rusia;1
Ambos Sexos;3304403006;Ucrania;0
Ambos Sexos;3304403006;Total África;1
Ambos Sexos;3304403006;Argelia;0
Ambos Sexos;3304403006;Marruecos;0
Ambos Sexos;3304403006;Nigeria;0
Ambos Sexos;3304403006;Senegal;1
Ambos Sexos;3304403006;Total América;31
Ambos Sexos;3304403006;Argentina;4
Ambos Sexos;3304403006;Bolivia;0
Ambos Sexos;3304403006;Brasil;1
Ambos Sexos;3304403006;Chile;0
Ambos Sexos;3304403006;Colombia;7
Ambos Sexos;3304403006;Cuba;0
Ambos Sexos;3304403006;Ecuador;2
Ambos Sexos;3304403006;Paraguay;0
Ambos Sexos;3304403006;Perú;6
Ambos Sexos;3304403006;República Dominicana;2
Ambos Sexos;3304403006;Uruguay;0
Ambos Sexos;3304403006;Venezuela;3
Ambos Sexos;3304403006;Total Asia;0
Ambos Sexos;3304403006;China;0
Ambos Sexos;3304403006;Pakistán;0
Ambos Sexos;3304403006;Oceanía y Apátridas;0
Ambos Sexos;3304403007;Total Población;1.042
Ambos Sexos;3304403007;Españoles;970
Ambos Sexos;3304403007;Total Extranjeros;72
Ambos Sexos;3304403007;Total Unión Europea;31
Ambos Sexos;3304403007;Alemania;0
Ambos Sexos;3304403007;Bulgaria;0
Ambos Sexos;3304403007;Francia;0
Ambos Sexos;3304403007;Italia;9
Ambos Sexos;3304403007;Polonia;0
Ambos Sexos;3304403007;Portugal;1
Ambos Sexos;3304403007;Rumanía;18
Ambos Sexos;3304403007;Total Resto de Europa;1
Ambos Sexos;3304403007;Reino Unido;0
Ambos Sexos;3304403007;Rusia;0
Ambos Sexos;3304403007;Ucrania;1
Ambos Sexos;3304403007;Total África;5
Ambos Sexos;3304403007;Argelia;0
Ambos Sexos;3304403007;Marruecos;1
Ambos Sexos;3304403007;Nigeria;0
Ambos Sexos;3304403007;Senegal;2
Ambos Sexos;3304403007;Total América;31
Ambos Sexos;3304403007;Argentina;1
Ambos Sexos;3304403007;Bolivia;1
Ambos Sexos;3304403007;Brasil;1
Ambos Sexos;3304403007;Chile;0
Ambos Sexos;3304403007;Colombia;3
Ambos Sexos;3304403007;Cuba;2
Ambos Sexos;3304403007;Ecuador;7
Ambos Sexos;3304403007;Paraguay;3
Ambos Sexos;3304403007;Perú;8
Ambos Sexos;3304403007;República Dominicana;0
Ambos Sexos;3304403007;Uruguay;0
Ambos Sexos;3304403007;Venezuela;1
Ambos Sexos;3304403007;Total Asia;4
Ambos Sexos;3304403007;China;2
Ambos Sexos;3304403007;Pakistán;0
Ambos Sexos;3304403007;Oceanía y Apátridas;0
Ambos Sexos;3304403008;Total Población;1.664
Ambos Sexos;3304403008;Españoles;1.613
Ambos Sexos;3304403008;Total Extranjeros;51
Ambos Sexos;3304403008;Total Unión Europea;22
Ambos Sexos;3304403008;Alemania;1
Ambos Sexos;3304403008;Bulgaria;1
Ambos Sexos;3304403008;Francia;1
Ambos Sexos;3304403008;Italia;4
Ambos Sexos;3304403008;Polonia;0
Ambos Sexos;3304403008;Portugal;0
Ambos Sexos;3304403008;Rumanía;12
Ambos Sexos;3304403008;Total Resto de Europa;1
Ambos Sexos;3304403008;Reino Unido;1
Ambos Sexos;3304403008;Rusia;0
Ambos Sexos;3304403008;Ucrania;0
Ambos Sexos;3304403008;Total África;7
Ambos Sexos;3304403008;Argelia;3
Ambos Sexos;3304403008;Marruecos;2
Ambos Sexos;3304403008;Nigeria;0
Ambos Sexos;3304403008;Senegal;1
Ambos Sexos;3304403008;Total América;16
Ambos Sexos;3304403008;Argentina;4
Ambos Sexos;3304403008;Bolivia;0
Ambos Sexos;3304403008;Brasil;1
Ambos Sexos;3304403008;Chile;0
Ambos Sexos;3304403008;Colombia;1
Ambos Sexos;3304403008;Cuba;2
Ambos Sexos;3304403008;Ecuador;2
Ambos Sexos;3304403008;Paraguay;0
Ambos Sexos;3304403008;Perú;0
Ambos Sexos;3304403008;República Dominicana;0
Ambos Sexos;3304403008;Uruguay;0
Ambos Sexos;3304403008;Venezuela;5
Ambos Sexos;3304403008;Total Asia;2
Ambos Sexos;3304403008;China;2
Ambos Sexos;3304403008;Pakistán;0
Ambos Sexos;3304403008;Oceanía y Apátridas;3
Ambos Sexos;3304403009;Total Población;591
Ambos Sexos;3304403009;Españoles;557
Ambos Sexos;3304403009;Total Extranjeros;34
Ambos Sexos;3304403009;Total Unión Europea;8
Ambos Sexos;3304403009;Alemania;0
Ambos Sexos;3304403009;Bulgaria;0
Ambos Sexos;3304403009;Francia;0
Ambos Sexos;3304403009;Italia;5
Ambos Sexos;3304403009;Polonia;3
Ambos Sexos;3304403009;Portugal;0
Ambos Sexos;3304403009;Rumanía;0
Ambos Sexos;3304403009;Total Resto de Europa;0
Ambos Sexos;3304403009;Reino Unido;0
Ambos Sexos;3304403009;Rusia;0
Ambos Sexos;3304403009;Ucrania;0
Ambos Sexos;3304403009;Total África;5
Ambos Sexos;3304403009;Argelia;0
Ambos Sexos;3304403009;Marruecos;1
Ambos Sexos;3304403009;Nigeria;0
Ambos Sexos;3304403009;Senegal;4
Ambos Sexos;3304403009;Total América;21
Ambos Sexos;3304403009;Argentina;0
Ambos Sexos;3304403009;Bolivia;0
Ambos Sexos;3304403009;Brasil;0
Ambos Sexos;3304403009;Chile;0
Ambos Sexos;3304403009;Colombia;0
Ambos Sexos;3304403009;Cuba;4
Ambos Sexos;3304403009;Ecuador;0
Ambos Sexos;3304403009;Paraguay;0
Ambos Sexos;3304403009;Perú;0
Ambos Sexos;3304403009;República Dominicana;0
